sample_idx,true_label_encoded,pred_label_encoded,true_label,pred_label,is_correct
167,0,0,normal,normal,True
168,0,0,normal,normal,True
169,0,0,normal,normal,True
170,0,0,normal,normal,True
171,0,0,normal,normal,True
172,0,0,normal,normal,True
173,0,0,normal,normal,True
174,0,0,normal,normal,True
175,0,0,normal,normal,True
176,0,0,normal,normal,True
177,0,0,normal,normal,True
178,0,0,normal,normal,True
179,0,0,normal,normal,True
180,0,0,normal,normal,True
181,0,0,normal,normal,True
182,0,0,normal,normal,True
183,0,0,normal,normal,True
184,0,0,normal,normal,True
185,0,0,normal,normal,True
186,0,0,normal,normal,True
187,0,0,normal,normal,True
188,0,0,normal,normal,True
189,0,0,normal,normal,True
190,0,0,normal,normal,True
191,0,0,normal,normal,True
192,0,0,normal,normal,True
193,0,0,normal,normal,True
194,0,0,normal,normal,True
195,0,0,normal,normal,True
196,0,0,normal,normal,True
197,0,0,normal,normal,True
198,0,0,normal,normal,True
199,0,0,normal,normal,True
200,0,0,normal,normal,True
201,0,0,normal,normal,True
202,0,0,normal,normal,True
203,0,0,normal,normal,True
204,0,0,normal,normal,True
205,0,0,normal,normal,True
206,0,0,normal,normal,True
207,0,0,normal,normal,True
208,0,0,normal,normal,True
209,0,0,normal,normal,True
210,0,0,normal,normal,True
211,0,0,normal,normal,True
212,0,0,normal,normal,True
213,0,0,normal,normal,True
214,0,0,normal,normal,True
215,0,0,normal,normal,True
216,0,0,normal,normal,True
217,0,0,normal,normal,True
218,0,0,normal,normal,True
219,0,0,normal,normal,True
220,0,0,normal,normal,True
221,0,0,normal,normal,True
222,0,0,normal,normal,True
223,0,0,normal,normal,True
224,0,0,normal,normal,True
225,0,0,normal,normal,True
226,0,0,normal,normal,True
227,0,0,normal,normal,True
228,0,0,normal,normal,True
229,0,0,normal,normal,True
230,0,0,normal,normal,True
231,0,0,normal,normal,True
232,0,0,normal,normal,True
233,0,0,normal,normal,True
234,0,0,normal,normal,True
235,0,0,normal,normal,True
236,0,0,normal,normal,True
237,0,0,normal,normal,True
238,0,0,normal,normal,True
239,0,0,normal,normal,True
240,0,0,normal,normal,True
241,0,0,normal,normal,True
242,0,0,normal,normal,True
243,0,0,normal,normal,True
244,0,0,normal,normal,True
245,0,0,normal,normal,True
246,0,0,normal,normal,True
247,0,0,normal,normal,True
248,0,0,normal,normal,True
249,0,0,normal,normal,True
250,0,0,normal,normal,True
251,0,0,normal,normal,True
252,0,0,normal,normal,True
253,0,0,normal,normal,True
254,0,0,normal,normal,True
255,0,0,normal,normal,True
256,0,0,normal,normal,True
257,0,0,normal,normal,True
258,0,0,normal,normal,True
259,0,0,normal,normal,True
260,0,0,normal,normal,True
261,0,0,normal,normal,True
262,0,0,normal,normal,True
263,0,0,normal,normal,True
264,0,0,normal,normal,True
265,0,0,normal,normal,True
266,0,0,normal,normal,True
267,0,0,normal,normal,True
268,0,0,normal,normal,True
269,0,0,normal,normal,True
270,0,0,normal,normal,True
271,0,0,normal,normal,True
272,0,0,normal,normal,True
273,0,0,normal,normal,True
274,0,0,normal,normal,True
275,0,0,normal,normal,True
276,0,0,normal,normal,True
277,0,0,normal,normal,True
278,0,0,normal,normal,True
279,0,0,normal,normal,True
280,0,0,normal,normal,True
281,0,0,normal,normal,True
282,0,0,normal,normal,True
283,0,0,normal,normal,True
284,0,0,normal,normal,True
285,0,0,normal,normal,True
286,0,0,normal,normal,True
287,0,0,normal,normal,True
288,0,0,normal,normal,True
289,0,0,normal,normal,True
290,0,0,normal,normal,True
291,0,0,normal,normal,True
292,0,0,normal,normal,True
293,0,0,normal,normal,True
294,0,0,normal,normal,True
295,0,0,normal,normal,True
296,0,0,normal,normal,True
297,0,0,normal,normal,True
298,0,0,normal,normal,True
299,0,0,normal,normal,True
300,0,0,normal,normal,True
301,0,0,normal,normal,True
302,0,0,normal,normal,True
303,0,0,normal,normal,True
304,0,0,normal,normal,True
305,0,0,normal,normal,True
306,0,0,normal,normal,True
307,0,0,normal,normal,True
308,0,0,normal,normal,True
309,0,0,normal,normal,True
310,0,0,normal,normal,True
311,0,0,normal,normal,True
312,0,0,normal,normal,True
313,0,0,normal,normal,True
314,0,0,normal,normal,True
315,0,0,normal,normal,True
316,0,0,normal,normal,True
317,0,0,normal,normal,True
318,0,0,normal,normal,True
319,0,0,normal,normal,True
320,0,0,normal,normal,True
321,0,0,normal,normal,True
322,0,0,normal,normal,True
323,0,0,normal,normal,True
324,0,0,normal,normal,True
325,0,0,normal,normal,True
326,0,0,normal,normal,True
327,0,0,normal,normal,True
328,0,0,normal,normal,True
329,0,0,normal,normal,True
330,0,0,normal,normal,True
331,0,0,normal,normal,True
332,0,0,normal,normal,True
333,0,0,normal,normal,True
334,0,0,normal,normal,True
335,0,0,normal,normal,True
336,0,0,normal,normal,True
337,0,0,normal,normal,True
338,0,0,normal,normal,True
339,0,0,normal,normal,True
340,0,0,normal,normal,True
341,0,0,normal,normal,True
342,0,0,normal,normal,True
343,0,0,normal,normal,True
344,0,0,normal,normal,True
345,0,0,normal,normal,True
346,0,0,normal,normal,True
347,0,0,normal,normal,True
348,0,0,normal,normal,True
349,0,0,normal,normal,True
350,0,0,normal,normal,True
351,0,0,normal,normal,True
352,0,0,normal,normal,True
353,0,0,normal,normal,True
354,0,0,normal,normal,True
355,0,0,normal,normal,True
356,0,0,normal,normal,True
357,0,0,normal,normal,True
358,0,0,normal,normal,True
359,0,0,normal,normal,True
360,0,0,normal,normal,True
361,0,0,normal,normal,True
362,0,0,normal,normal,True
363,0,0,normal,normal,True
364,0,0,normal,normal,True
365,0,0,normal,normal,True
366,0,0,normal,normal,True
367,0,0,normal,normal,True
368,0,0,normal,normal,True
369,0,0,normal,normal,True
370,0,0,normal,normal,True
371,0,0,normal,normal,True
372,0,0,normal,normal,True
373,0,0,normal,normal,True
374,0,0,normal,normal,True
375,0,0,normal,normal,True
376,0,0,normal,normal,True
377,0,0,normal,normal,True
378,0,0,normal,normal,True
379,0,0,normal,normal,True
380,0,0,normal,normal,True
381,0,0,normal,normal,True
382,0,0,normal,normal,True
383,0,0,normal,normal,True
384,0,0,normal,normal,True
385,0,0,normal,normal,True
386,0,0,normal,normal,True
387,0,0,normal,normal,True
388,0,0,normal,normal,True
389,0,0,normal,normal,True
390,0,0,normal,normal,True
391,0,0,normal,normal,True
392,0,0,normal,normal,True
393,0,0,normal,normal,True
394,0,0,normal,normal,True
395,0,0,normal,normal,True
396,0,0,normal,normal,True
397,0,0,normal,normal,True
398,0,0,normal,normal,True
399,0,0,normal,normal,True
400,0,0,normal,normal,True
401,0,0,normal,normal,True
402,0,0,normal,normal,True
403,0,0,normal,normal,True
404,0,0,normal,normal,True
405,0,0,normal,normal,True
406,0,0,normal,normal,True
407,0,0,normal,normal,True
408,0,0,normal,normal,True
409,0,0,normal,normal,True
410,0,0,normal,normal,True
411,0,0,normal,normal,True
412,0,0,normal,normal,True
413,0,0,normal,normal,True
414,0,0,normal,normal,True
415,0,0,normal,normal,True
416,0,0,normal,normal,True
417,0,0,normal,normal,True
418,0,0,normal,normal,True
419,0,0,normal,normal,True
420,0,0,normal,normal,True
421,0,0,normal,normal,True
422,0,0,normal,normal,True
423,0,0,normal,normal,True
424,0,0,normal,normal,True
425,0,0,normal,normal,True
426,0,0,normal,normal,True
427,0,0,normal,normal,True
428,0,0,normal,normal,True
429,0,0,normal,normal,True
430,0,0,normal,normal,True
431,0,0,normal,normal,True
432,0,0,normal,normal,True
433,0,0,normal,normal,True
434,0,0,normal,normal,True
435,0,0,normal,normal,True
436,0,0,normal,normal,True
437,0,0,normal,normal,True
438,0,0,normal,normal,True
439,0,0,normal,normal,True
440,0,0,normal,normal,True
441,0,0,normal,normal,True
442,0,0,normal,normal,True
443,0,0,normal,normal,True
444,0,0,normal,normal,True
445,0,0,normal,normal,True
446,0,0,normal,normal,True
447,0,0,normal,normal,True
448,0,0,normal,normal,True
449,0,0,normal,normal,True
450,0,0,normal,normal,True
451,0,0,normal,normal,True
452,0,0,normal,normal,True
453,0,0,normal,normal,True
454,0,0,normal,normal,True
455,0,0,normal,normal,True
456,0,0,normal,normal,True
457,0,0,normal,normal,True
458,0,0,normal,normal,True
459,0,0,normal,normal,True
460,0,0,normal,normal,True
461,0,0,normal,normal,True
462,0,0,normal,normal,True
463,0,0,normal,normal,True
464,0,0,normal,normal,True
465,0,0,normal,normal,True
466,0,0,normal,normal,True
467,0,0,normal,normal,True
468,0,0,normal,normal,True
469,0,0,normal,normal,True
470,0,0,normal,normal,True
471,0,0,normal,normal,True
472,0,0,normal,normal,True
473,0,0,normal,normal,True
474,0,0,normal,normal,True
475,0,0,normal,normal,True
476,0,0,normal,normal,True
477,0,0,normal,normal,True
478,0,0,normal,normal,True
479,0,0,normal,normal,True
480,0,0,normal,normal,True
481,0,0,normal,normal,True
482,0,0,normal,normal,True
483,0,0,normal,normal,True
484,0,0,normal,normal,True
485,0,0,normal,normal,True
486,0,0,normal,normal,True
487,0,0,normal,normal,True
488,0,0,normal,normal,True
489,0,0,normal,normal,True
490,0,0,normal,normal,True
491,0,0,normal,normal,True
492,0,0,normal,normal,True
493,0,0,normal,normal,True
494,0,0,normal,normal,True
495,0,0,normal,normal,True
496,0,0,normal,normal,True
497,0,0,normal,normal,True
498,0,0,normal,normal,True
499,0,0,normal,normal,True
500,0,0,normal,normal,True
501,0,0,normal,normal,True
502,0,0,normal,normal,True
503,0,0,normal,normal,True
504,0,0,normal,normal,True
505,0,0,normal,normal,True
506,0,0,normal,normal,True
507,0,0,normal,normal,True
508,0,0,normal,normal,True
509,0,0,normal,normal,True
510,0,0,normal,normal,True
511,0,0,normal,normal,True
512,0,0,normal,normal,True
513,0,0,normal,normal,True
514,0,0,normal,normal,True
515,0,0,normal,normal,True
516,0,0,normal,normal,True
517,0,0,normal,normal,True
518,0,0,normal,normal,True
519,0,0,normal,normal,True
520,0,0,normal,normal,True
521,0,0,normal,normal,True
522,0,0,normal,normal,True
523,0,0,normal,normal,True
524,0,0,normal,normal,True
525,0,0,normal,normal,True
526,0,0,normal,normal,True
527,0,0,normal,normal,True
528,0,0,normal,normal,True
529,0,0,normal,normal,True
530,0,0,normal,normal,True
531,0,0,normal,normal,True
532,0,0,normal,normal,True
533,0,0,normal,normal,True
534,0,0,normal,normal,True
535,0,0,normal,normal,True
536,0,0,normal,normal,True
537,0,0,normal,normal,True
538,0,0,normal,normal,True
539,0,0,normal,normal,True
540,0,0,normal,normal,True
541,0,0,normal,normal,True
542,0,0,normal,normal,True
543,0,0,normal,normal,True
544,0,0,normal,normal,True
545,0,0,normal,normal,True
546,0,0,normal,normal,True
547,0,0,normal,normal,True
548,0,0,normal,normal,True
549,0,0,normal,normal,True
550,0,0,normal,normal,True
551,0,0,normal,normal,True
552,0,0,normal,normal,True
553,0,0,normal,normal,True
554,0,0,normal,normal,True
555,0,0,normal,normal,True
556,0,0,normal,normal,True
557,0,0,normal,normal,True
558,0,0,normal,normal,True
559,0,0,normal,normal,True
560,0,0,normal,normal,True
561,0,0,normal,normal,True
562,0,0,normal,normal,True
563,0,0,normal,normal,True
564,0,0,normal,normal,True
565,0,0,normal,normal,True
566,0,0,normal,normal,True
567,0,0,normal,normal,True
568,0,0,normal,normal,True
569,0,0,normal,normal,True
570,0,0,normal,normal,True
571,0,0,normal,normal,True
572,0,0,normal,normal,True
573,0,0,normal,normal,True
574,0,0,normal,normal,True
575,0,0,normal,normal,True
576,0,0,normal,normal,True
577,0,0,normal,normal,True
578,0,0,normal,normal,True
579,0,0,normal,normal,True
580,0,0,normal,normal,True
581,0,0,normal,normal,True
582,0,0,normal,normal,True
583,0,0,normal,normal,True
584,0,0,normal,normal,True
585,0,0,normal,normal,True
586,0,0,normal,normal,True
587,0,0,normal,normal,True
588,0,0,normal,normal,True
589,0,0,normal,normal,True
590,0,0,normal,normal,True
591,0,0,normal,normal,True
592,0,0,normal,normal,True
593,0,0,normal,normal,True
594,0,0,normal,normal,True
595,0,0,normal,normal,True
596,0,0,normal,normal,True
597,0,0,normal,normal,True
598,0,0,normal,normal,True
599,0,0,normal,normal,True
600,0,0,normal,normal,True
601,0,0,normal,normal,True
602,0,0,normal,normal,True
603,0,0,normal,normal,True
604,0,0,normal,normal,True
605,0,0,normal,normal,True
606,0,0,normal,normal,True
607,0,0,normal,normal,True
608,0,0,normal,normal,True
609,0,0,normal,normal,True
610,0,0,normal,normal,True
611,0,0,normal,normal,True
612,0,0,normal,normal,True
613,0,0,normal,normal,True
614,0,0,normal,normal,True
615,0,0,normal,normal,True
616,0,0,normal,normal,True
617,0,0,normal,normal,True
618,0,0,normal,normal,True
619,0,0,normal,normal,True
620,0,0,normal,normal,True
621,0,0,normal,normal,True
622,0,0,normal,normal,True
623,0,0,normal,normal,True
624,0,0,normal,normal,True
625,0,0,normal,normal,True
626,0,0,normal,normal,True
627,0,0,normal,normal,True
628,0,0,normal,normal,True
629,0,0,normal,normal,True
630,0,0,normal,normal,True
631,0,0,normal,normal,True
632,0,0,normal,normal,True
633,0,0,normal,normal,True
634,0,0,normal,normal,True
635,0,0,normal,normal,True
636,0,0,normal,normal,True
637,0,0,normal,normal,True
638,0,0,normal,normal,True
639,0,0,normal,normal,True
640,0,0,normal,normal,True
641,0,0,normal,normal,True
642,0,0,normal,normal,True
643,0,0,normal,normal,True
644,0,0,normal,normal,True
645,0,0,normal,normal,True
646,0,0,normal,normal,True
647,0,0,normal,normal,True
648,0,0,normal,normal,True
649,0,0,normal,normal,True
650,0,0,normal,normal,True
651,0,0,normal,normal,True
652,0,0,normal,normal,True
653,0,0,normal,normal,True
654,0,0,normal,normal,True
655,0,0,normal,normal,True
656,0,0,normal,normal,True
657,0,0,normal,normal,True
658,0,0,normal,normal,True
659,0,0,normal,normal,True
660,0,0,normal,normal,True
661,0,0,normal,normal,True
662,0,0,normal,normal,True
663,0,0,normal,normal,True
664,0,0,normal,normal,True
665,0,0,normal,normal,True
666,0,0,normal,normal,True
667,0,0,normal,normal,True
668,0,0,normal,normal,True
669,0,0,normal,normal,True
670,0,0,normal,normal,True
671,0,0,normal,normal,True
672,0,0,normal,normal,True
673,0,0,normal,normal,True
674,0,0,normal,normal,True
675,0,0,normal,normal,True
676,0,0,normal,normal,True
677,0,0,normal,normal,True
678,0,0,normal,normal,True
679,0,0,normal,normal,True
680,0,0,normal,normal,True
681,0,0,normal,normal,True
682,0,0,normal,normal,True
683,0,0,normal,normal,True
684,0,0,normal,normal,True
685,0,0,normal,normal,True
686,0,0,normal,normal,True
687,0,0,normal,normal,True
688,0,0,normal,normal,True
689,0,0,normal,normal,True
690,0,0,normal,normal,True
691,0,0,normal,normal,True
692,0,0,normal,normal,True
693,0,0,normal,normal,True
694,0,0,normal,normal,True
695,0,0,normal,normal,True
696,0,0,normal,normal,True
697,0,0,normal,normal,True
698,0,0,normal,normal,True
699,0,0,normal,normal,True
700,0,0,normal,normal,True
701,0,0,normal,normal,True
702,0,0,normal,normal,True
703,0,0,normal,normal,True
704,0,0,normal,normal,True
705,0,0,normal,normal,True
706,0,0,normal,normal,True
707,0,0,normal,normal,True
708,0,0,normal,normal,True
709,0,0,normal,normal,True
710,0,0,normal,normal,True
711,0,0,normal,normal,True
712,0,0,normal,normal,True
713,0,0,normal,normal,True
714,0,0,normal,normal,True
715,0,0,normal,normal,True
716,0,0,normal,normal,True
717,0,0,normal,normal,True
718,0,0,normal,normal,True
719,0,0,normal,normal,True
720,0,0,normal,normal,True
721,0,0,normal,normal,True
722,0,0,normal,normal,True
723,0,0,normal,normal,True
724,0,0,normal,normal,True
725,0,0,normal,normal,True
726,0,0,normal,normal,True
727,0,0,normal,normal,True
728,0,0,normal,normal,True
729,0,0,normal,normal,True
730,0,0,normal,normal,True
731,0,0,normal,normal,True
732,0,0,normal,normal,True
733,0,0,normal,normal,True
734,0,0,normal,normal,True
735,0,0,normal,normal,True
736,0,0,normal,normal,True
737,0,0,normal,normal,True
738,0,0,normal,normal,True
739,0,0,normal,normal,True
740,0,0,normal,normal,True
741,0,0,normal,normal,True
742,0,0,normal,normal,True
743,0,0,normal,normal,True
744,0,0,normal,normal,True
745,0,0,normal,normal,True
746,0,0,normal,normal,True
747,0,0,normal,normal,True
748,0,0,normal,normal,True
749,0,0,normal,normal,True
750,0,0,normal,normal,True
751,0,0,normal,normal,True
752,0,0,normal,normal,True
753,0,0,normal,normal,True
754,0,0,normal,normal,True
755,0,0,normal,normal,True
756,0,0,normal,normal,True
757,0,0,normal,normal,True
758,0,0,normal,normal,True
759,0,0,normal,normal,True
760,0,0,normal,normal,True
761,0,0,normal,normal,True
762,0,0,normal,normal,True
763,0,0,normal,normal,True
764,0,0,normal,normal,True
765,0,0,normal,normal,True
766,0,0,normal,normal,True
767,0,0,normal,normal,True
768,0,0,normal,normal,True
769,0,0,normal,normal,True
770,0,0,normal,normal,True
771,0,0,normal,normal,True
772,0,0,normal,normal,True
773,0,0,normal,normal,True
774,0,0,normal,normal,True
775,0,0,normal,normal,True
776,0,0,normal,normal,True
777,0,0,normal,normal,True
778,0,0,normal,normal,True
779,0,0,normal,normal,True
780,0,0,normal,normal,True
781,0,0,normal,normal,True
782,0,0,normal,normal,True
783,0,0,normal,normal,True
784,0,0,normal,normal,True
785,0,0,normal,normal,True
786,0,0,normal,normal,True
787,0,0,normal,normal,True
788,0,0,normal,normal,True
789,0,0,normal,normal,True
790,0,0,normal,normal,True
791,0,0,normal,normal,True
792,0,0,normal,normal,True
793,0,0,normal,normal,True
794,0,0,normal,normal,True
795,0,0,normal,normal,True
796,0,0,normal,normal,True
797,0,0,normal,normal,True
798,0,0,normal,normal,True
799,0,0,normal,normal,True
800,0,0,normal,normal,True
801,0,0,normal,normal,True
802,0,0,normal,normal,True
803,0,0,normal,normal,True
804,0,0,normal,normal,True
805,0,0,normal,normal,True
806,0,0,normal,normal,True
807,0,0,normal,normal,True
808,0,0,normal,normal,True
809,0,0,normal,normal,True
810,0,0,normal,normal,True
811,0,0,normal,normal,True
812,0,0,normal,normal,True
813,0,0,normal,normal,True
814,0,0,normal,normal,True
815,0,0,normal,normal,True
816,0,0,normal,normal,True
817,0,0,normal,normal,True
818,0,0,normal,normal,True
819,0,0,normal,normal,True
820,0,0,normal,normal,True
821,0,0,normal,normal,True
822,0,0,normal,normal,True
823,0,0,normal,normal,True
824,0,0,normal,normal,True
825,0,0,normal,normal,True
826,0,0,normal,normal,True
827,0,0,normal,normal,True
828,0,0,normal,normal,True
829,0,0,normal,normal,True
830,0,0,normal,normal,True
831,0,0,normal,normal,True
832,0,0,normal,normal,True
833,0,0,normal,normal,True
834,0,0,normal,normal,True
835,0,0,normal,normal,True
836,0,0,normal,normal,True
837,0,0,normal,normal,True
838,0,0,normal,normal,True
839,0,0,normal,normal,True
840,0,0,normal,normal,True
841,0,0,normal,normal,True
842,0,0,normal,normal,True
843,0,0,normal,normal,True
844,0,0,normal,normal,True
845,0,0,normal,normal,True
846,0,0,normal,normal,True
847,0,0,normal,normal,True
848,0,0,normal,normal,True
849,0,0,normal,normal,True
850,0,0,normal,normal,True
851,0,0,normal,normal,True
852,0,0,normal,normal,True
853,0,0,normal,normal,True
854,0,0,normal,normal,True
855,0,0,normal,normal,True
856,0,0,normal,normal,True
857,0,0,normal,normal,True
858,0,0,normal,normal,True
859,0,0,normal,normal,True
860,0,0,normal,normal,True
861,0,0,normal,normal,True
862,0,0,normal,normal,True
863,0,0,normal,normal,True
864,0,0,normal,normal,True
865,0,0,normal,normal,True
866,0,0,normal,normal,True
867,0,0,normal,normal,True
868,0,0,normal,normal,True
869,0,0,normal,normal,True
870,0,0,normal,normal,True
871,0,0,normal,normal,True
872,0,0,normal,normal,True
873,0,0,normal,normal,True
874,0,0,normal,normal,True
875,0,0,normal,normal,True
876,0,0,normal,normal,True
877,0,0,normal,normal,True
878,0,0,normal,normal,True
879,0,0,normal,normal,True
880,0,0,normal,normal,True
881,0,0,normal,normal,True
882,0,0,normal,normal,True
883,0,0,normal,normal,True
884,0,0,normal,normal,True
885,0,0,normal,normal,True
886,0,0,normal,normal,True
887,0,0,normal,normal,True
888,0,0,normal,normal,True
889,0,0,normal,normal,True
890,0,0,normal,normal,True
891,0,0,normal,normal,True
892,0,0,normal,normal,True
893,0,0,normal,normal,True
894,0,0,normal,normal,True
895,0,0,normal,normal,True
896,0,0,normal,normal,True
897,0,0,normal,normal,True
898,0,0,normal,normal,True
899,0,0,normal,normal,True
900,0,0,normal,normal,True
901,0,0,normal,normal,True
902,0,0,normal,normal,True
903,0,0,normal,normal,True
904,0,0,normal,normal,True
905,0,0,normal,normal,True
906,0,0,normal,normal,True
907,0,0,normal,normal,True
908,0,0,normal,normal,True
909,0,0,normal,normal,True
910,0,0,normal,normal,True
911,0,0,normal,normal,True
912,0,0,normal,normal,True
913,0,0,normal,normal,True
914,0,0,normal,normal,True
915,0,0,normal,normal,True
916,0,0,normal,normal,True
917,0,0,normal,normal,True
918,0,0,normal,normal,True
919,0,0,normal,normal,True
920,0,0,normal,normal,True
921,0,0,normal,normal,True
922,0,0,normal,normal,True
923,0,0,normal,normal,True
924,0,0,normal,normal,True
925,0,0,normal,normal,True
926,0,0,normal,normal,True
927,0,0,normal,normal,True
928,0,0,normal,normal,True
929,0,0,normal,normal,True
930,0,0,normal,normal,True
931,0,0,normal,normal,True
932,0,0,normal,normal,True
933,0,0,normal,normal,True
934,0,0,normal,normal,True
935,0,0,normal,normal,True
936,0,0,normal,normal,True
937,0,0,normal,normal,True
938,0,0,normal,normal,True
939,0,0,normal,normal,True
940,0,0,normal,normal,True
941,0,0,normal,normal,True
942,0,0,normal,normal,True
943,0,0,normal,normal,True
944,0,0,normal,normal,True
945,0,0,normal,normal,True
946,0,0,normal,normal,True
947,0,0,normal,normal,True
948,0,0,normal,normal,True
949,0,0,normal,normal,True
950,0,0,normal,normal,True
951,0,0,normal,normal,True
952,0,0,normal,normal,True
953,0,0,normal,normal,True
954,0,0,normal,normal,True
955,0,0,normal,normal,True
956,0,0,normal,normal,True
957,0,0,normal,normal,True
958,0,0,normal,normal,True
959,0,0,normal,normal,True
960,0,0,normal,normal,True
961,0,0,normal,normal,True
962,0,0,normal,normal,True
963,0,0,normal,normal,True
964,0,0,normal,normal,True
965,0,0,normal,normal,True
966,0,0,normal,normal,True
967,0,0,normal,normal,True
968,0,0,normal,normal,True
969,0,0,normal,normal,True
970,0,0,normal,normal,True
971,0,0,normal,normal,True
972,0,0,normal,normal,True
973,0,0,normal,normal,True
974,0,0,normal,normal,True
975,0,0,normal,normal,True
976,0,0,normal,normal,True
977,0,0,normal,normal,True
978,0,0,normal,normal,True
979,0,0,normal,normal,True
980,0,0,normal,normal,True
981,0,0,normal,normal,True
982,0,0,normal,normal,True
983,0,0,normal,normal,True
984,0,0,normal,normal,True
985,0,0,normal,normal,True
986,0,0,normal,normal,True
987,0,0,normal,normal,True
988,0,0,normal,normal,True
989,0,0,normal,normal,True
990,0,0,normal,normal,True
991,0,0,normal,normal,True
992,0,0,normal,normal,True
993,0,0,normal,normal,True
